8533915201,4316341,Boxes - Fittings,3.964,,3.964,,Van Meter,ALLIED 3303-NK 3G SW BOX W/NAILS,ea
8533916225,46721,Boxes - Fittings,3.733,,3.733,,Van Meter,ALLIED 4300-N 4G 3-IN-D SWITCH BOX,ea
8533917551,6879271,Boxes - Fittings,6.052,,6.052,,Van Meter,ALLIED 4304-NK FBRGLS 4G SW BOX 76.,ea
8533929111,6843061,Boxes - Fittings,4.082,,4.082,,Van Meter,ALLIED 9312-EWK FBRGLS OLD WK 2G 28,ea
8533910242,4182559,Boxes - Fittings,2.267,,2.267,,Van Meter,ALLIED 9331-ES 1G 2-1/2D SW,ea
8533946005,192451,Boxes - Fittings,1.972,,1.972,,Van Meter,ALLIED 9338-ES OLD WORK RND,ea
8533946040,7124578,Boxes - Fittings,3.427,,3.427,,Van Meter,ALLIED 9338-ESKT FBRGLS OLD WK 3-1/,ea
8533910374,6969562,Boxes - Fittings,3.551,,3.551,,Van Meter,ALLIED 9343-NK FBRGLS 4 IN SQ JUNC,ea
8533910361,191850,Boxes - Fittings,1.66,,1.66,,Van Meter,ALLIED 9345 1G 4-IN SQ PLASTER RING,ea
8533988109,7124805,Boxes - Fittings,4.896,,4.896,,Van Meter,ALLIED 9350-BHK FBRGLS 4 IN RND OUT,ea
8533910475,32610,Boxes - Fittings,1.39,,1.39,,Van Meter,ALLIED 9351-N 4-IN RND OUTLET BX,ea
8533910476,32624,Boxes - Fittings,1.96,,1.96,,Van Meter,ALLIED 9351-NK ROUND NAIL 4,ea
8533965810,5135439,Boxes - Fittings,10.044,,10.044,,Van Meter,ALLIED 9351-NKFRV  ROUND NAIL ON VAPOR TITE BOX - FAN RATED,ea
8533910572,32606,Boxes - Fittings,1.474,,1.474,,Van Meter,ALLIED 9363-EW 1G 2-7/8D SW BX,ea
8533988112,7047618,Boxes - Fittings,3.238,,3.238,,Van Meter,ALLIED 9364-BH FBRGLS 4 IN,ea
8533994130,7145055,Boxes - Fittings,59.014,,59.014,,Van Meter,ALLIED FB-3N THERMOPLASTIC FLOOR BO,ea
8533987000,7087939,Boxes - Fittings,1.977,,1.977,,Van Meter,ALLIED LH-11P UREA KEYLESS LAMPHOLD,ea
8533987001,7147804,Boxes - Fittings,2.585,,2.585,,Van Meter,ALLIED LH-11WP UREA KEYLESS LAMPHOL,ea
8533987002,7087941,Boxes - Fittings,3.588,,3.588,,Van Meter,ALLIED LH-12P PULLCHAIN,ea
8533924914,6995281,Boxes - Fittings,3.117,,3.117,,Van Meter,ALLIED P-122SC THERMOPLASTIC 1G SID,ea
8533912907,6908431,Boxes - Fittings,5.896,,5.896,,Van Meter,ALLIED RD-42 FBRGLS RANGE/D,ea
0,7108741,Wire & Cable,3.41,,3.41,,Van Meter,ALMHF 2-2-4-6 MOBILE HOME FEEDER,ft
0,6781547,Wire & Cable,2.66,,2.66,,Van Meter,ALSER 4-4-4-6 CUTTING REEL,ft
0,6803473,Wire & Cable,8.479,,8.479,,Van Meter,ALSER 4/0-4/0-4/0-2/0 CUTTING REEL,ft
0,6803467,Wire & Cable,2.159,,2.159,,Van Meter,ALSER 6-6-6-6 CUTTING REEL,ft
0,6968422,Wire & Cable,1.082,,1.082,,Van Meter,ALTHHNSTR 1 BLK CUTTING REEL,ft
0,6941348,Wire & Cable,1.215,,1.215,,Van Meter,ALTHHNSTR 1/0 BLK CUTTING REEL,ft
0,6989594,Wire & Cable,0.785,,0.785,,Van Meter,ALTHHNSTR 2 BLK CUTTING REEL,ft
3288684878,6931142,Wire & Cable,1.436,,1.436,,Van Meter,ALTHHNSTR 2/0 BLK CUTTING REEL,ft
0,6932358,Wire & Cable,2.421,,2.421,,Van Meter,ALTHHNSTR 250MCM BLK CUTTING REEL,ft
3288684879,6931143,Wire & Cable,1.783,,1.783,,Van Meter,ALTHHNSTR 3/0 BLK CUTTING REEL,ft
3288685153,7004591,Wire & Cable,3.345,,3.345,,Van Meter,ALTHHNSTR 300MCM BLK CUTTING REEL,ft
0,6928204,Wire & Cable,3.4,,3.4,,Van Meter,ALTHHNSTR 350MCM BLK CUTTING REEL,ft
0,6989593,Wire & Cable,0.619,,0.619,,Van Meter,ALTHHNSTR 4 BLK CUTTING REEL,ft
3288684880,6933063,Wire & Cable,1.981,,1.981,,Van Meter,ALTHHNSTR 4/0 BLK CUTTING REEL,ft
0,6934390,Wire & Cable,1.981,,1.981,,Van Meter,ALTHHNSTR 4/0 RED CUTTING REEL,ft
0,6934391,Wire & Cable,1.981,,1.981,,Van Meter,ALTHHNSTR 4/0 WHT CUTTING REEL,ft
3288653538,6933081,Wire & Cable,3.975,,3.975,,Van Meter,ALTHHNSTR 400MCM BLK CUTTING REEL,ft
0,6968323,Wire & Cable,3.975,,3.975,,Van Meter,ALTHHNSTR 400MCM BRN CUTTING REEL,ft
0,6968327,Wire & Cable,3.975,,3.975,,Van Meter,ALTHHNSTR 400MCM GRY CUTTING REEL,ft
0,6968324,Wire & Cable,3.975,,3.975,,Van Meter,ALTHHNSTR 400MCM ORG CUTTING REEL,ft
0,6968325,Wire & Cable,3.975,,3.975,,Van Meter,ALTHHNSTR 400MCM YEL CUTTING REEL,ft
0,6928206,Wire & Cable,4.384,,4.384,,Van Meter,ALTHHNSTR 500MCM BLK CUTTING REEL,ft
0,7024471,Wire & Cable,4.384,,4.384,,Van Meter,ALTHHNSTR 500MCM BLU CUTTING REEL,ft
0,7024469,Wire & Cable,4.384,,4.384,,Van Meter,ALTHHNSTR 500MCM RED CUTTING REEL,ft
0,7024470,Wire & Cable,4.384,,4.384,,Van Meter,ALTHHNSTR 500MCM WHT CUTTING REEL,ft
3288685139,6989592,Wire & Cable,0.501,,0.501,,Van Meter,ALTHHNSTR 6 BLK CUTTING REEL,ft
32886542411,1560329,Wire & Cable,2.024,,2.024,,Van Meter,ALXHHWSTR 4/0 BLK 1000',ft
0,9765,Boxes - Fittings,1.862,,1.862,,Van Meter,AMERPKG 3/4 NEO GASKET,ea
68785584606,572552,Boxes - Fittings,0.639,,0.639,,Van Meter,APP 4075S 3/4 STL S/SCR EMT CONN,ea
68785584611,585525,Boxes - Fittings,1.082,,1.082,,Van Meter,APP 4100S 1-IN STL S/SCR EMT CONN,ea
78138177390,12097,Boxes - Fittings,21.705,,21.705,,Van Meter,APP 7484 1-1/4 MALL SQZ FLEX CONN,ea
78138177405,12100,Boxes - Fittings,75.078,,75.078,,Van Meter,APP 7487 2-1/2 MALL SQZ FLEX CONN,ea
0,6893034,Boxes - Fittings,82.774,,82.774,,Van Meter,APP C200M-KIT W/CVR & GASKET,ea
78138109116,6805880,Boxes - Fittings,11.287,,11.287,,Van Meter,"APP GIB200L4AC 2"""" GROUND BUSHING",ea
78138112121,584003,Boxes - Fittings,79.865,,79.865,,Van Meter,APP SNTCC-250 2-1/2 S/SCR COND CPLG,ea
78138167925,11929,Boxes - Fittings,6.004,,6.004,,Van Meter,APP ST-75 3/4 STR LIQ-TITE CONN,ea
78138140328,422823,Boxes - Fittings,11.785,,11.785,,Van Meter,APP ST-9075L 3/4 L/T 90D FLEX CONN,ea
1899736230,547224,Misc,2.601,,2.601,,Van Meter,ARL 3838AST SNAP2IT DPLX CONNECTOR,ea
1899700038,6197774,Misc,1.112,,1.112,,Van Meter,ARL 38A SNAP2IT INS. W/LCKNT,ea
1899700070,513431,Misc,1.112,,1.112,,Van Meter,ARL 38AST SNAP2IT SNAP IN CONNEC,ea
1899713586,7395262,Misc,1.124,,1.124,,Van Meter,ARL 38RAST SNAP2IT RETROFIT CON 38,ea
1899740355,6822316,Misc,1.087,,1.087,,Van Meter,ARL 4010AST SNAP2IT CONNECT,ea
1899740351,5185988,Misc,2.471,,2.471,,Van Meter,ARL 4040AST SNAP2IT SNAP IN CONNEC,ea
1899700041,5185989,Misc,1.112,,1.112,,Van Meter,ARL 40AST SNAP2IT SNAP IN CONNEC,ea
1899704400,617246,Misc,0.142,,0.142,,Van Meter,ARL 4400 1/2 SNAP-IN BUSHING,ea
1899700517,7027007,Misc,1.353,,1.353,,Van Meter,ARL 5010AST SNAP2IT CONN W/INS TH,ea
1899700680,6824917,Misc,16.061,,16.061,,Van Meter,ARL 60VW COLLAPSIBLE COVER,ea
1899710500,3534285,Misc,0.062,,0.062,,Van Meter,"ARL AS0 ANTI-SHORT BUSHING 5/16IN 14/2,14/3,12/2-MC",ea
1899710510,1551913,Misc,0.065,,0.065,,Van Meter,"ARL AS1 ANTI-SHORT BUSHING 3/8IN 14/4,12/3,6/1,4/1-MC",ea
1899740160,458006,Misc,1.919,,1.919,,Van Meter,ARL BE1 BOX EXTENDER,ea
1899748960,604378,Misc,2.686,,2.686,,Van Meter,ARL BE2 BOX EXTENDER 2 GANG,ea
1899713015,7070097,Misc,3.773,,3.773,,Van Meter,ARL CED130 DATA ENT W/SLOTS,ea
1899754090,455146,Misc,2.217,,2.217,,Van Meter,ARL CP3540 CEILING PLATE CO,ea
1899714317,6449084,Misc,24.012,,24.012,,Van Meter,ARL DBVS1C CLEAR O/D RECEPT. BOX,ea
1899714318,6449085,Misc,22.427,,22.427,,Van Meter,ARL DBVS1W WHITE O/D RECEPT. BOX,ea
1899712220,612228,Misc,0.508,,0.508,,Van Meter,ARL EMT100 1 NM BUSHING,ea
1899712225,589584,Misc,0.893,,0.893,,Van Meter,ARL EMT125 1 1/4 NM BUSHING,ea
1899712230,612232,Misc,1.212,,1.212,,Van Meter,ARL EMT150 1 1/2 NM BUSHING,ea
1899712235,612233,Misc,1.625,,1.625,,Van Meter,ARL EMT200 2 NM BUSHING,ea
1899712245,612235,Misc,4.44,,4.44,,Van Meter,ARL EMT300 3 NM BUSHING,ea
1899712255,602079,Misc,6.667,,6.667,,Van Meter,ARL EMT400 4 NM BUSHING,ea
1899712200,282285,Misc,0.097,,0.097,,Van Meter,ARL EMT50 1/2 NM BUSHING,ea
1899712205,612227,Misc,0.142,,0.142,,Van Meter,ARL EMT75 3/4 NM BUSHING,ea
1899772194,6343123,Misc,6.424,,6.424,,Van Meter,ARL FB442 FAN BOX 13.4 CU. IN. SIDE HUGGER STUD,ea
1899775250,6769311,Misc,28.105,,28.105,,Van Meter,ARL FB900 CATHEDRAL CEILING FAN,ea
1899752310,7342427,Misc,15.897,,15.897,,Van Meter,"ARL FBR423 FAN BOX WITH BRACE NEW WORK, PLASTIC BOX",ea
1899772250,6452254,Misc,19.009,,19.009,,Van Meter,"ARL FBRS415 CEILING BOX & BRACE NEW WORK, STEEL",ea
1899775315,7112325,Misc,31.464,,31.464,,Van Meter,ARL FBRS4200R CEILING BOX & BRACE,ea
1899712525,6966065,Misc,4.91,,4.91,,Van Meter,ARL FSC3227R ROUND SAW HOLE BOX,ea
1899776095,6978804,Misc,9.846,,9.846,,Van Meter,ARL GB5 ZINC GROUNDING BRIDGE,ea
1899780086,538373,Misc,2.087,,2.087,,Van Meter,ARL LPCG50 .200-.472 STRAIN,ea
1899750350,4497496,Misc,2.087,,2.087,,Van Meter,ARL LPCG503 1/2 NM CG .100/.300,ea
1899750354,538374,Misc,2.504,,2.504,,Van Meter,ARL LPCG507 1/2 NM CG .385/.750,ea
1899736100,614658,Misc,3.13,,3.13,,Van Meter,ARL LPCG757 3/4 NM CG .385/.750,ea
1899758175,435092,Misc,1.587,,1.587,,Van Meter,ARL LV1 LOW VOLT. MTG BRACKET,ea
1899710952,604380,Misc,2.39,,2.39,,Van Meter,ARL LV2 2G LOW VOLT. MTG BRKT,ea
1899700261,5484609,Misc,0.847,,0.847,,Van Meter,ARL LVN1 LOW VOLT. MTG BRAC,ea
1899754525,1551938,Misc,0.715,,0.715,,Van Meter,ARL NM2005 1/2IN RIG NM PIPE HANGER,ea
1899754526,1551940,Misc,0.804,,0.804,,Van Meter,ARL NM2015 3/4IN RIG NM PIPE HANGER,ea
1899754518,1551942,Misc,1.05,,1.05,,Van Meter,ARL NM2025 1IN RIG NM PIPE,ea
1899754544,5168787,Misc,1.506,,1.506,,Van Meter,ARL NM2045 1-1/2IN RIG NM PIPE HANGER,ea
1899705488,417131,Misc,0.175,,0.175,,Van Meter,ARL NM94 1/2 PLASTIC SNAPIN,ea
1899710956,451954,Misc,0.383,,0.383,,Van Meter,ARL NM95 3/4 PLASTIC SNAPIN,ea
1899740115,48648,Misc,0.307,,0.307,,Van Meter,ARL SB13 UNIVERSAL STUD BUSHING,ea
1899780138,4497731,Misc,0.885,,0.885,,Van Meter,ARL SG38A INS 3/8 SADDLE GRP RN,ea
1899709680,7052693,Misc,17.697,,17.697,,Van Meter,ARL TVBU505 SUB FOR TVBR505 2 GANG POWER/LV BOX WHITE,ea
0,289641,Cable,0.298,,0.298,,Van Meter,BELDEN 8451 CABLE NO EQUAL 22GA TWISTED PAIR SHLD,ft
78621071506,5679220,Cable,0.469,,0.469,,Van Meter,BELDEN SNS1P6QS SNAP-N-SEAL F CONN 59/6,ea
0,6901230,Automation (Non-RA or PT),2.835,,2.835,,Van Meter,BELDEN 29522C 12/3c w/3 SYMMETRICAL GRDS VFD CABLE,ft
0,7580733,Automation (Non-RA or PT),4.852,,4.852,,Van Meter,BELDEN 29525C 3C6 VFD CABLE,ft
0,7321590,Automation (Non-RA or PT),18.367,,18.367,,Van Meter,BELDEN 29529C 1/0-3C VFD,ft
0,7187503,Automation (Non-RA or PT),16.375,,16.375,,Van Meter,BELDEN 29529C-0101000 3C1/0 BELDEN BASICS VFD 600V BLACK,ft
0,6776065,Automation (Non-RA or PT),1.567,,1.567,,Van Meter,BELDEN 7922A 4PR 22AWG CAT5e DATATUFF BONDED PAIR TRAY RATED (PLTC) CABLE,ft
61282521513,15896,Automation (Non-RA or PT),0.666,,0.666,,Van Meter,BELDEN 8760 STR 18AWG/1PR TW SHLD W/DRAIN 1000',ft
0,16000,Automation (Non-RA or PT),0.932,,0.932,,Van Meter,BELDEN 8770 NO SUB 1000' REEL ONLY 18AWG 3C TW SHLD W/DRAIN PVC,ea
0,15900,Automation (Non-RA or PT),0.836,,0.836,,Van Meter,BELDEN 8772 20/3C SH CBLE 300V 60C UL/CSA 500FT SPOOL / NO SUB,ea
0,7468588,Automation (Non-RA or PT),2.111,,2.111,,Van Meter,BELDEN 9316 16AWG/1PR PLTC-ER,ft
78378620014,25959,Termination-Ground-Splice,11.845,,11.845,,Van Meter,T&B 10H 1/0CU SPLIT BOLT,ea
78378620010,26074,Termination-Ground-Splice,7.137,,7.137,,Van Meter,T&B 2H 2SOL CU SPLIT BOLT,ea
78378620016,447908,Termination-Ground-Splice,20.461,,20.461,,Van Meter,T&B 30H 4/0CU SPLIT BOLT,ea
78378620017,26069,Termination-Ground-Splice,22.657,,22.657,,Van Meter,T&B 40H 250CU SPLIT BOLT,ea
78378620025,26067,Termination-Ground-Splice,3.743,,3.743,,Van Meter,T&B 4H 4SOL CU SPLIT BOLT,ea
78378620004,129197,Termination-Ground-Splice,3.743,,3.743,,Van Meter,T&B 6H 6SOL CU SPLIT BOLT,ea
78378661002,6879440,Termination-Ground-Splice,23.865,,23.865,,Van Meter,T&B ADR02-32 14-2 3PORT LUG,ea
78378661004,467827,Termination-Ground-Splice,1.635,,1.635,,Van Meter,T&B ADR11 14-1/0 ALCU SCR L,ea
78378661005,1552088,Termination-Ground-Splice,3.925,,3.925,,Van Meter,T&B ADR11-21 14-1/0 2BRL LUG,ea
78378661000,46816,Termination-Ground-Splice,1.168,,1.168,,Van Meter,T&B ADR2 14-2 ALCU SCR LUG,ea
78378661008,412000,Termination-Ground-Splice,1.495,,1.495,,Van Meter,T&B ADR21 2/0 STR SINGLE CONDUCTOR ONE HOLE MOUNT,ea
78378661009,26234,Termination-Ground-Splice,3.69,,3.69,,Van Meter,T&B ADR21-21 14-2/0 2BRL LU,ea
78378661010,462177,Termination-Ground-Splice,5.374,,5.374,,Van Meter,T&B ADR25 LUG 250-6 5/16 ST,ea
78378661012,467828,Termination-Ground-Splice,10.934,,10.934,,Van Meter,T&B ADR25-21 6-250 2BRL ALCU LUG,ea
78378661019,467829,Termination-Ground-Splice,6.168,,6.168,,Van Meter,T&B ADR35 6-350 ALCU SCR LUG,ea
78378661027,430380,Termination-Ground-Splice,11.448,,11.448,,Van Meter,T&B ADR50 4-500 ALCU SCR LUG,ea
78378661001,132933,Termination-Ground-Splice,0.841,,0.841,,Van Meter,T&B ADR6 14-6 ALCU SCR LUG,ea
78378680297,1552094,Termination-Ground-Splice,8.445,,8.445,,Van Meter,T&B AJ 1/2T01 COND GRND CLMP,ea
78378680298,549341,Termination-Ground-Splice,16.467,,16.467,,Van Meter,T&B AJ-2 GROUND CLAMP,ea
78378680299,467834,Termination-Ground-Splice,26.621,,26.621,,Van Meter,T&B AJ-2124 2-1/2TO4 GRND CLAMP,ea
78378613317,126643,Termination-Ground-Splice,101.291,,101.291,,Van Meter,T&B ASL60-42 2-600 4BRL ALCU LUG,ea
78378613321,6847605,Termination-Ground-Splice,7.997,,7.997,,Van Meter,T&B ASR0214 EXTR ALUM SPLICE,ea
78378613322,26232,Termination-Ground-Splice,8.946,,8.946,,Van Meter,T&B ASR1114 14-1/0ALCU SCRS,ea
78378613323,6917783,Termination-Ground-Splice,19.992,,19.992,,Van Meter,"T&B ASR2506 AL CONN 250 KCMIL, MIN:",ea
78378633101,26140,Termination-Ground-Splice,2.008,,2.008,,Van Meter,T&B C5-BB COVER ONLY F/COMP SP,ea
78378671530,7066564,Termination-Ground-Splice,39.276,,39.276,,Van Meter,T&B CSR2/0 CSR 2/0 X,ea
78378671531,7066565,Termination-Ground-Splice,23.373,,23.373,,Van Meter,T&B CSR250 CSR 250 X,ea
78378661145,25972,Termination-Ground-Splice,15.997,,15.997,,Van Meter,T&B CTB8 8OZ ANTI AL-OXIDE,ea
78378680066,25948,Termination-Ground-Splice,4.293,,4.293,,Van Meter,T&B G4 1/2 GRND ROD CLAMP,ea
78378680067,26258,Termination-Ground-Splice,1.875,,1.875,,Van Meter,T&B G5 5/8 GROUND ROD CLAMP,ea
78378680068,26097,Termination-Ground-Splice,3.961,,3.961,,Van Meter,T&B G6 3/4 GRND ROD CLAMP,ea
78378680113,26198,Termination-Ground-Splice,16.043,,16.043,,Van Meter,T&B J2-BB 1-1/4 TO 2 BRZ GROUND CLAMP,ea
78378643783,6441347,Termination-Ground-Splice,6.769,,6.769,,Van Meter,T&B JDLI DIRECT BURIAL LAY IN GROUND CLAMP,ea
78378680111,26197,Termination-Ground-Splice,5.389,,5.389,,Van Meter,T&B JJR 1/2 TO 1 BRNZ GRND CLAMP,ea
78378613003,25957,Termination-Ground-Splice,4.956,,4.956,,Van Meter,T&B L125BB 8-1/0 CU SCR LUG,ea
78378613004,26251,Termination-Ground-Splice,17.212,,17.212,,Van Meter,T&B L250 6-250 CU SCR LUG,ea
78378613002,26235,Termination-Ground-Splice,3.597,,3.597,,Van Meter,T&B L70 14-4 CU SCR LUG,ea
78378633200,26262,Termination-Ground-Splice,5.596,,5.596,,Van Meter,T&B W62-1 2 AL WEDGE CLAMP,ea
78378610001,26108,Termination-Ground-Splice,1.125,,1.125,,Van Meter,T&B WR159 1 TO 1 H TAP CONN,ea
78378610302,26117,Termination-Ground-Splice,1.153,,1.153,,Van Meter,T&B WR189 2/0 TO 1 H TAP CONN,ea
78101190895,1526961,Enclosures,2.686,,2.686,,Van Meter,B-LINE BB10L COVER PLATE MOUNTING BRACKET,ea
78101119565,1023,Enclosures,2.063,,2.063,,Van Meter,B-LINE BR-20-4T 1-1/4-IN. BRIDLE RING 1/4-IN.-20 THREADS,ea
78101119575,48631,Enclosures,2.196,,2.196,,Van Meter,B-LINE BR-32-4T 2-IN. BRIDL 1/4-IN.-20 THREADS,ea
78101169033,1509,Cable Tray - Basket,1.063,,1.063,,Van Meter,"B-LINE ATR,3/8-16ZN72 ALL THREADED ROD, 3/8-IN.-16 THREAD, 72-IN. LENGTH, ZINC PLATED",ft
78101150013,107176,Cable Tray - Basket,2.706,,2.706,,Van Meter,"B-LINE B101ZN TWO HOLE CORNER ANGLE, ZINC PLATED",ea
78101150043,107213,Cable Tray - Basket,6.119,,6.119,,Van Meter,"B-LINE B104ZN FOUR HOLE CORNER ANGLE, ZINC PLATED",ea
78101150183,1482,Cable Tray - Basket,6.477,,6.477,,Van Meter,"B-LINE B115ZN FOUR HOLE CORNER ANGLE, ZINC PLATED",ea
78101150353,1481,Cable Tray - Basket,9.732,,9.732,,Van Meter,B-LINE B133ZN FOUR HOLE TEE ZINC PLATED,ea
78101150463,107722,Cable Tray - Basket,9.303,,9.303,,Van Meter,"B-LINE B143ZN FOUR HOLE COR PLATE, ZINC PLATED",ea
78101163168,1070,Cable Tray - Basket,1.575,,1.575,,Van Meter,B-LINE B1512S ONE PC PIPE CLAMP .500 TO .840 OD (3/4 EMT-1/2 GRC),ea
78101151593,108010,Cable Tray - Basket,39.998,,39.998,,Van Meter,"B-LINE B172ZN FOUR HOLE SPLICE CLEVIS FOR B22 OR B52A CHANNEL, ZINC PLATE",ea
78101160813,1544,Cable Tray - Basket,1.845,,1.845,,Van Meter,"B-LINE B2001ZN(1/2) PIPE AND CONDUIT CLAMP, THINWALL (EMT), 1/2-IN., ZINC PLATED",ea
78101160823,1545,Cable Tray - Basket,1.877,,1.877,,Van Meter,"B-LINE B2002ZN(3/4) PIPE AND CONDUIT CLAMP, THINWALL (EMT), 3/4-IN., ZINC PLATED",ea
78101160833,1546,Cable Tray - Basket,2.197,,2.197,,Van Meter,"B-LINE B2003ZN(1) PIPE AND CONDUIT CLAMP, THINWALL (EMT), 1-IN., ZINC PLATED",ea
78101160843,1547,Cable Tray - Basket,2.469,,2.469,,Van Meter,"B-LINE B2004ZN(11/4) PIPE AND CONDUIT CLAMP, THINWALL (EMT), 1 1/4-IN., ZINC PLATED",ea
78101160853,1548,Cable Tray - Basket,3.028,,3.028,,Van Meter,"B-LINE B2005ZN(11/2) PIPE AND CONDUIT CLAMP, THINWALL (EMT), 1 1/2-IN., ZINC PLATED",ea
78101160863,1549,Cable Tray - Basket,3.147,,3.147,,Van Meter,"B-LINE B2006ZN(2) PIPE AND CONDUIT CLAMP, THINWALL (EMT), 2-IN., ZINC PLATED",ea
78101161013,1558,Cable Tray - Basket,1.816,,1.816,,Van Meter,"B-LINE B2008ZN(1/2) PIPE AND CONDUIT CLAMP, RIGID, 1/2-IN., ZINC PLATED",ea
78101160104,1040,Cable Tray - Basket,5.37,,5.37,,Van Meter,"B-LINE B2009AL(3/4) PIPE AND CONDUIT CLAMP, RIGID, 3/4-IN., ALUMINUM",ea
78101161018,1089,Cable Tray - Basket,7.231,,7.231,,Van Meter,"B-LINE B2009SS4(3/4) PIPE AND CONDUIT CLAMP, RIGID, 3/4-IN., STAINLESS STEEL 304",ea
78101161023,1559,Cable Tray - Basket,1.874,,1.874,,Van Meter,"B-LINE B2009ZN(3/4) PIPE AND CONDUIT CLAMP, RIGID, 3/4-IN., ZINC PLATED",ea
78101151993,108475,Cable Tray - Basket,1.565,,1.565,,Van Meter,"B-LINE B200ZN(5/16) SQUARE WASHER, 3/8-IN. HOLE, 5/16-IN. BOLT, ZINC PLATED",ea
78101160114,1177,Cable Tray - Basket,6.115,,6.115,,Van Meter,"B-LINE B2010AL(1) PIPE AND CONDUIT CLAMP, RIGID, 1-IN., ALUMINUM",ea
